concept,source language text,target language text,variations,label
now,"Now listen, guys, I'm not gonna tell you again, but you--","ఇప్పుడు, అబ్బాయిలు వినండి, నేను మళ్ళీ మీరు చెప్పండి గొన్న కాదు, కానీ మీరు -","['ఇప్పుడు', 'ప్రస్తుతం/ప్ర\u200cస్తుతం']",ఇప్పుడు
now,Incorporating a company along with allotment of statutory numbers is now just a one day affair.,చట్టబద్ధమైన సంఖ్యల కేటాయింపుతో ఒక కంపెనీ స్థాపించడం ఇప్పుడు ఒక్క రోజు పనే.,"['ఇప్పుడు', 'ప్రస్తుతం/ప్ర\u200cస్తుతం']",ఇప్పుడు
now,Now even the poor households cook their food on gas ovens.,ఇప్పుడు పేద కుటుంబాలు కూడా గ్యాస్ పొయ్యిలమీద తమ ఆహారాన్ని తయారుచేసుకోగలుగుతున్నాయి.,"['ఇప్పుడు', 'ప్రస్తుతం/ప్ర\u200cస్తుతం']",ఇప్పుడు
now,India’s business leaders and manufacturers are now poised to develop and deploy break-through battery technology.,"ప్రస్తుతం భారతీయ వ్యాపార రంగ నాయకులు, తయారీదారులు నిరంతరాయంగా పనిచేసే బ్యాటరీ సాంకేతికత ను అభివృద్ధి చేయడంపై దృష్టి సారిస్తున్నారు.","['ఇప్పుడు', 'ప్రస్తుతం/ప్ర\u200cస్తుతం']",ప్రస్తుతం/ప్ర‌స్తుతం
global,"Third, there was a slowdown in the global economy.",ఇక మూడోది ప్ర‌పంచ ఆర్థిక‌వ్య‌వ‌స్థ మంద‌గ‌మ‌నం.,"['అంతర్జాతీయ/అంత\u200cర్జాతీయ', 'ప్రపంచ/ప్ర\u200cపంచ']",ప్రపంచ/ప్ర‌పంచ
global,"The two leaders exchanged views on developments in India-Canada relations, main global trends and cooperation among democracies.","భార‌త‌దేశం-కెన‌డా సంబంధాల లో చోటు చేసుకొన్న పరిణామాలు, ప్ర‌ధానమైన‌టువంటి ప్ర‌పంచ ధోర‌ణుల తో పాటు ప్ర‌జాస్వామిక దేశాల మ‌ధ్య స‌హ‌కారం వంటి అంశాల‌ పై నేత‌లు ఇరువురూ వారి వారి ఆలోచ‌న‌ల‌ ను ఒక‌రి కి మ‌రొక‌రు వెల్లడించుకొన్నారు.","['అంతర్జాతీయ/అంత\u200cర్జాతీయ', 'ప్రపంచ/ప్ర\u200cపంచ']",ప్రపంచ/ప్ర‌పంచ
global,"As per the provisions of the Paris Agreement, the treaty will come into force as and when 55 countries contributing to 55 % of total global emission ratify the agreement.","ప్యారిస్ ఒప్పందం నిబంధనల ప్రకారం, ప్రపంచ ఉద్గారంలో 55% వాటా వున్న 55 దేశాలు ఈ ఒప్పందాన్ని అంగీకరించినప్పుడు ఈ ఒడంబడిక అమలులోకి వస్తుంది.","['అంతర్జాతీయ/అంత\u200cర్జాతీయ', 'ప్రపంచ/ప్ర\u200cపంచ']",ప్రపంచ/ప్ర‌పంచ
time,"But it took time for me to realize that my acts of pride weren't most alive in the global cities I traipsed through, but in the villages where I speak the languages and play the games and feel most at home and I can say, ""I have seen the world, and I know that people like me aren't alone here, we are everywhere.""","నావి గర్వపు పలుకులని తెలుసుకోడానికి కొంచెం సమయం పట్టింది నేనెరిగిన విశ్వనగరాల్లో ప్రచారంలో లేవు, కానీ గ్రామాల్లోనేను మాట్లాడే భాషలు, ఆడే ఆటలు చాలావరకు ఇంటి వాతావరణంలానే వుండేవి ""ప్రపంచాన్ని చూసానని చెప్పగలను, నాకుతెలుసు,నాలాంటివారు ఇక్కడే కాదు అంతటా వున్నారు""","['కాలం', 'సారి/సార్లు', 'సమయం/స\u200cమ\u200cయం/సమయంలో/స\u200cమ\u200cయంలో']",సమయం/స‌మ‌యం/సమయంలో/స‌మ‌యంలో
time,Prime Minister conveyed his gratitude for the invitation and agreed to the visit at a suitable time.,ఈ ఆహ్వానానికి గాను ప్ర‌ధాన మంత్రి త‌న కృత‌జ్ఞ‌త‌ను వ్య‌క్తం చేశారు; అనుకూల స‌మ‌యంలో పర్యటించేందుకు అంగీకారం తెలిపారు.,"['కాలం', 'సారి/సార్లు', 'సమయం/స\u200cమ\u200cయం/సమయంలో/స\u200cమ\u200cయంలో']",సమయం/స‌మ‌యం/సమయంలో/స‌మ‌యంలో
time,"Now it is time to re-think and come up with a good design which is simple and transparent, but also fair and progressive.","ఇప్పుడు స‌ర‌ళ‌మైన , పార‌ద‌ర్శ‌క‌మైన‌, నిష్పాక్షిక‌, ప్ర‌గ‌తిదాయ‌క న‌మూనాల‌తో ముందుకు వ‌చ్చేందుకు ఆలోచ‌న చేయ‌వ‌ల‌సిన స‌మ‌యం ఆస‌న్న‌మైంది.","['కాలం', 'సారి/సార్లు', 'సమయం/స\u200cమ\u200cయం/సమయంలో/స\u200cమ\u200cయంలో']",సమయం/స‌మ‌యం/సమయంలో/స‌మ‌యంలో
time,"At the same time remember, that there are many opportunities in this country.","అదే సమయంలో, ఒక విషయం గుర్తు పెట్టుకోండి – ఈ దేశంలో చాలా అవకాశాలు ఉన్నాయి.","['కాలం', 'సారి/సార్లు', 'సమయం/స\u200cమ\u200cయం/సమయంలో/స\u200cమ\u200cయంలో']",సమయం/స‌మ‌యం/సమయంలో/స‌మ‌యంలో
time,I would like to demonstrate for the first time in public that it is possible to transmit a video from a standard off-the-shelf LED lamp to a solar cell with a laptop acting as a receiver.,నేను ప్రామాణిక ఆఫ్-ది-షెల్ఫ్ LED దీపం నుంచి సౌర ఘటం ఉన్న ఒక ల్యాప్టాప్ రిసీవర్ గా పని చేయడం వలన వీడియో ప్రసారం సాధ్యం అని బహిరంగంగా మొదటి సారి ప్రదర్శిద్దామని కోరుకుంటున్నాను.,"['కాలం', 'సారి/సార్లు', 'సమయం/స\u200cమ\u200cయం/సమయంలో/స\u200cమ\u200cయంలో']",సారి/సార్లు
time,I am happy to visit the Gulf and West Asian region for the fifth time since 2015.,2015వ సంవ‌త్స‌రం త‌రువాతి కాలంలో గ‌ల్ఫ్ మ‌రియు ప‌శ్చిమ ఆసియా ప్రాంతాల‌లో అయిదో సారి ప‌ర్య‌టించ‌నుండ‌డం నాకు సంతోషాన్నిస్తోంది.,"['కాలం', 'సారి/సార్లు', 'సమయం/స\u200cమ\u200cయం/సమయంలో/స\u200cమ\u200cయంలో']",సారి/సార్లు
time,"This time in the results of 10th and 12th classes, our daughters have been doing wonderfully well, which is a matter of pride.","ఈ సారి పదో తరగతి, పన్నెండో తరగతి పరీక్షలలో మన బాలికలు ఎంతో చక్కటి ముందడుగు వేయడం గర్వ కారణం.","['కాలం', 'సారి/సార్లు', 'సమయం/స\u200cమ\u200cయం/సమయంలో/స\u200cమ\u200cయంలో']",సారి/సార్లు
first,"On the first day of his visit on Thursday, he inaugurated Vibrant Gujarat Global Trade Show in Gandhinagar.",తొలి రోజు ప‌ర్య‌ట‌న‌లో ఆయన గాంధీన‌గ‌ర్ లో వైబ్రంట్ గుజ‌రాత్ ట్రేడ్ షోను ప్రారంభించారు.,"['మొదటి/మొద\u200cటి/మొట్టమొదటి', 'తొలి/తొలిసారిగా']",తొలి/తొలిసారిగా
first,I would've obeyed my first impulse and walked away.,నేను నా మొదటి ప్రేరణ పాలనలో మరియు వెళ్ళిపోయాడు చేసిన ఉంటుంది,"['మొదటి/మొద\u200cటి/మొట్టమొదటి', 'తొలి/తొలిసారిగా']",మొదటి/మొద‌టి/మొట్టమొదటి
first,I want her gone first thing.,నేను ఆమె పోయింది మొదటి విషయం మీరు.,"['మొదటి/మొద\u200cటి/మొట్టమొదటి', 'తొలి/తొలిసారిగా']",మొదటి/మొద‌టి/మొట్టమొదటి
first,"Excellency, I am aware that I am the first Indian Prime Minister to visit Mozambique in 34 years.","ఎక్స్ లెన్సీ, 34 సంవత్సరాలలో మొజాంబిక్ ను సందర్శించిన మొట్ట మొదటి భారతీయ ప్రధాన మంత్రిని నేనేనన్న సంగతిని నేనెరుగుదును.","['మొదటి/మొద\u200cటి/మొట్టమొదటి', 'తొలి/తొలిసారిగా']",మొదటి/మొద‌టి/మొట్టమొదటి
first,He was the first Indian who set on a global voyage in a small boat without any modern technology.,"ఏ రకమైన ఆధునిక సాంకేతికతనూ ఉపయోగించుకోకుండా, కేవలం ఒక చిన్న నావ సహాయంతో ప్రపంచాన్ని చుట్టివచ్చిన మొట్టమొదటి భారతీయుడు ఆయన.","['మొదటి/మొద\u200cటి/మొట్టమొదటి', 'తొలి/తొలిసారిగా']",మొదటి/మొద‌టి/మొట్టమొదటి
today,"The Prime Minister, Shri Narendra Modi, today addressed students at the Grand Finale of the Smart India Hackathon, via Video Conference.",ప్రధానమంత్రి శ్రీ నరేంద్ర మోదీ ఇవాళ ‘స్మార్ట్ ఇండియా హ్యాకథాన్’ ముగింపు కార్యక్రమంలో భాగంగా వీడియో కాన్ఫరెన్స్ ద్వారా విద్యార్థులనుద్దేశించి ప్రసంగించారు.,"['ఇవాళ', 'నేడు/నేటి', 'ప్రస్తుతం/ప్ర\u200cస్తుతం']",ఇవాళ
today,"Today, Yoga has come a long way.",నేడు యోగా చాలా దూరం ప్ర‌యాణించింది.,"['ఇవాళ', 'నేడు/నేటి', 'ప్రస్తుతం/ప్ర\u200cస్తుతం']",నేడు/నేటి
today,"He gave examples to illustrate how, today, those involved in criminal activities are being apprehended and brought to justice.","ప్ర‌స్తుతం, నేర కార్య‌క‌లాపాల‌ లో ప్ర‌మేయం క‌లిగిన వారిని ఏ విధం గా పట్టుకొని విచారణకు గురి చేసి త‌గిన న్యాయం చేయ‌డం జ‌రుగుతోందో ఆయ‌న ఉదాహ‌ర‌ణలతో సహా వివ‌రించారు.","['ఇవాళ', 'నేడు/నేటి', 'ప్రస్తుతం/ప్ర\u200cస్తుతం']",ప్రస్తుతం/ప్ర‌స్తుతం
work,He urged all Chief Secretaries to work on this scheme.,ఈ పథకం దిశగా కృషి చేయవలసిందిగా ప్రధాన కార్యదర్శులకు ఆయన విజ్ఞ‌ప్తి చేశారు.,"['కృషి', 'పని/ప\u200cని']",కృషి
work,India is working on e-mobility.,ఎల‌క్ట్రానిక్ మొబిలిటీ కోసం భార‌తదేశం కృషి చేస్తోంది.,"['కృషి', 'పని/ప\u200cని']",కృషి
work,"And I remember vividly, while I was working on this, I was sitting at my computer and I saw a bunch of tweets by Polo -- Polo had been my first student back in Buenos Aires, and at the time he was living in New York.",నాకో విషయం స్పష్టంగా గుర్తున్నది అప్పుడు నేనీ అంశం పై పని చేస్తున్నాను నా కంప్యూటర్ ముందు కూర్చుని వున్నాను పోలో పంపిన అనేక ట్వీట్లను నేను చూసాను బ్యూనస్ ఐరిస్ లో పోలో నా తొలి విధ్యార్థి అప్పుడతను న్యూయార్క్ లో వుండేవాడు,"['కృషి', 'పని/ప\u200cని']",పని/ప‌ని
work,"The last thing I want to talk about, apropos of the issue of the pursuit of happiness, is that study after study has shown that people who are lonely and depressed -- and depression is the other real epidemic in our culture -- are many times more likely to get sick and die prematurely, in part because, as we talked about, they're more likely to smoke, overeat, drink too much, work too hard, and so on.","ఆఖరిగా నేను మాట్లాడాలనుకుంది, ఆనందాన్నివెతకడం గురించిన అధ్యయనంలో ప్రజలు ఎవరైతే ఒంటరిగా ఇంకా నిరాశతో ఉంటారో -- నిరాశ అనేది మన సంస్క్రుతిలో ఒక నిజమైన అంటువ్యాధి-- ఒక కారణం మనం అనుకున్నట్టు, వాళ్ళు ఎక్కువ పొగ త్రాగి ఎక్కువతిని ఇంకా ఎక్కువ తాగి ఇంకా ఎక్కువ పని చేసి ఎక్కువ రెట్లు రోగాల బారిన పడడానికి ముందుగానే మరణించడానికి ఆస్కారం ఉంది అని తేలింది.","['కృషి', 'పని/ప\u200cని']",పని/ప‌ని
work,He stole evidence from a case he was working.,అతను పని ఒక సందర్భంలో ఆధారం దొంగిలించారు.,"['కృషి', 'పని/ప\u200cని']",పని/ప‌ని
work,"I worked with him the last six years, he never caused me a problem.","నేను అతను నన్ను ఒక సమస్య కారణంగా ఎప్పుడూ అతనితో గత ఆరు సంవత్సరాల, పని.","['కృషి', 'పని/ప\u200cని']",పని/ప‌ని
work,"It's--it's a bit crazy, but it could work.","It's - ఇది ఒక బిట్ వెర్రి ఉంది, కానీ అది పని కాలేదు.","['కృషి', 'పని/ప\u200cని']",పని/ప‌ని
work,We will also work together to harness opportunities and possibilities created by new technology and address emerging challenges like climate change.,"అదే సమయంలో కొత్త సాంకేతిక పరిజ్ఞానం సృష్టించిన అ వకాశాలను, ఉపయోగించుకునేందుకు, వాతావరణ మార్పుల వంటి సరికొత్త సవాళ్లను ఎదుర్కొనేందుకు మేం కలసి పని చేయాల్సి ఉంది.","['కృషి', 'పని/ప\u200cని']",పని/ప‌ని
know,"We were, I don't know, 10, 11 and there was this one kid in class who was always mean to us always picking on us.","మేము , నేను 11, 10 తెలియదు... ... మరియు ఎల్లప్పుడూ మాకు అర్థం ఎవరు తరగతి ఈ ఒక పిల్లవాడిని ఉంది... ... ఎల్లప్పుడూ మాకు న తయారయ్యారు.","['తెలీదు/తెలిసిన/తెలియదు', 'తెలుసా/తెలుసు']",తెలీదు/తెలిసిన/తెలియదు
know,"There, it's-- l know.","ఉన్నాయి, it's - l తెలుసు.","['తెలీదు/తెలిసిన/తెలియదు', 'తెలుసా/తెలుసు']",తెలుసా/తెలుసు
know,I know exactly where it is.,అది ఖచ్చితంగా నాకు తెలుసు.,"['తెలీదు/తెలిసిన/తెలియదు', 'తెలుసా/తెలుసు']",తెలుసా/తెలుసు
know,So I knew I must have stayed clean.,నేను శుభ్రంగా బస ఉండాలి తెలుసు కాబట్టి.,"['తెలీదు/తెలిసిన/తెలియదు', 'తెలుసా/తెలుసు']",తెలుసా/తెలుసు
know,You know you never could lie to me.,మీరు నాకు ఉంటాయి కాలేదు ఎప్పుడూ తెలుసు.,"['తెలీదు/తెలిసిన/తెలియదు', 'తెలుసా/తెలుసు']",తెలుసా/తెలుసు
know,"I know it's difficult but try hard to relax and not to worry, it only adds stress to your system.","నేను కష్టం తెలుసు కానీ విశ్రాంతిని మరియు ఆందోళన కాదు హార్డ్ ప్రయత్నించండి, మాత్రమే మీ సిస్టమ్ కు ఒత్తిడి జతచేస్తుంది. సరేనా?","['తెలీదు/తెలిసిన/తెలియదు', 'తెలుసా/తెలుసు']",తెలుసా/తెలుసు
know,- You know where we're going with this one.,- మీరు ఈ ఒక తో వెళుతున్న ఇక్కడ తెలుసు.,"['తెలీదు/తెలిసిన/తెలియదు', 'తెలుసా/తెలుసు']",తెలుసా/తెలుసు
know,"We know that at home and at feasts and social gatherings, we tend to serve ourselves more food than we need.","మనకు తెలుసు మనం ఇంట్లో భోజనం చేసినా, సామూహిక విందు భోజనాల్లో కూడా అవసరానికి మించి మన కంచంలో ఆహారం వేసేసుకుంటాం.","['తెలీదు/తెలిసిన/తెలియదు', 'తెలుసా/తెలుసు']",తెలుసా/తెలుసు
know,"All of us know that he was the one who laid the foundation stone of modern, unified India.",ఆధునిక అఖండ భారతదేశానికి పునాది వీరే వేసారని మనందరికీ తెలుసు.,"['తెలీదు/తెలిసిన/తెలియదు', 'తెలుసా/తెలుసు']",తెలుసా/తెలుసు
so,"He would crawl in the dark with confidence -- he was a great soldier, a true soldier -- so we would follow him, knowing that we would be safe with him.","చివరికి అతను ఒక క్రౌపియర్ గా మారాడు. నేను తరవాత అతడిని బీరట్ కాసినో లో చూశాను, అతడు ఎలాగూ నిద్ర పోలేడు కాబట్టి, అదే అతడికి సరైన ఉద్యోగం.","['కాబట్టి', 'సో']",కాబట్టి
so,"So when we take someone's perspective, it allows us to be ambitious and assertive, but still be likable.","కాబట్టి మనం వేరే వాళ్ళ ద్ఱుష్టి కోణం తీసుకున్నప్పుడు అది,మనన్ని కాంక్షాపూరితంగా","['కాబట్టి', 'సో']",కాబట్టి
so,"And telling people they're going to die is too scary to think about, or that they'll get emphysema or a heart attack is too scary, and they don't want to think about it, so they don't.","ఇక ప్రజలకు వాళ్ళు చనిపోతారు అని చెప్పడమన్న ఊహే ఆలోచించడానికి భయంకరం గా ఉంటుంది, వాళ్ళకుఎంఫిసిమాలేదా గుండెజబ్బు రాబోతోన్దనడం ఇక వాళ్ళు దాన్ని గురించి ఆలోచించాలనుకోరు, కాబట్టి ఆలోచించరు.","['కాబట్టి', 'సో']",కాబట్టి
so,So she perverts the therapy you've insisted on continuing.,ఆమె చికిత్స perverts సో... ... మీరు నిరంతర న నొక్కివక్కాణించారు,"['కాబట్టి', 'సో']",సో
technology,"Strengthening our marine research, development of eco-friendly, marine industrial and technology base, and fisheries are other elements of our goal.","సముద్ర పరిశోధనను మరింత బలోపేతం చేయటం, పర్యావరణానుకూల పురోగతి, సముద్ర ఆధారిత‌ పరిశ్రమ, సాంకేతిక విజ్ఞాన పునాది, మత్స్య పరిశ్రమలో మరిన్ని మార్పులు తీసుకురావటం మా లక్ష్యంలోని మిగ‌తా అంశాలు.","['సాంకేతిక', 'టెక్నాలజీ/టెక్నాల\u200cజీ', 'విజ్ఞాన/విజ్ఞానం/విజ్ఞానాన్ని']",సాంకేతిక
technology,"And, I am convinced that when we join hands and mutually share the fruits of knowledge, technology and growth, we can speed up our development and prosperity.","అలాగే, మనం మన దగ్గర ఉన్న జ్ఞానాన్ని, సాంకేతిక విజ్ఞానాన్ని, వృద్ధి ఫలాలను ఒకరితో మరొకరం పంచుకోవడానికి ముందుకు వచ్చినప్పడు మన అభివృద్ధి మరియు సమృద్ధి సాధన ప్రక్రియలను వేగవంతంగా మార్చుకోగలుగుతామని నేను నమ్ముతున్నాను.","['సాంకేతిక', 'టెక్నాలజీ/టెక్నాల\u200cజీ', 'విజ్ఞాన/విజ్ఞానం/విజ్ఞానాన్ని']",సాంకేతిక
technology,"He also called for using latest available technology, including space applications, to monitor the progress of irrigation projects.",నీటిపారుదల ప్రాజెక్టుల పురోగతిని పర్యవేక్షించేందుకు స్పేస్ అప్లికేషన్ లతో సహా అందుబాటులోని అధునాతన సాంకేతిక విజ్ఞ‌ానాన్ని ఉపయోగించుకోవాలని కూడా ఆయన సూచించారు.,"['సాంకేతిక', 'టెక్నాలజీ/టెక్నాల\u200cజీ', 'విజ్ఞాన/విజ్ఞానం/విజ్ఞానాన్ని']",సాంకేతిక
technology,He urged the concerned departments to accelerate the adoption of new construction technologies at the earliest.,కొత్త నిర్మాణ సాంకేతిక పరిజ్ఞానాన్ని స్వీకరించే ప్రక్రియను సాధ్యమైనంత త్వరగా చేపట్టాలని సంబంధిత విభాగాలకు ఆయన విజ్ఞప్తి చేశారు.,"['సాంకేతిక', 'టెక్నాలజీ/టెక్నాల\u200cజీ', 'విజ్ఞాన/విజ్ఞానం/విజ్ఞానాన్ని']",సాంకేతిక
technology,MoU would lead to develop a joint activity in the field of application of space technologies for the benefit of humanity.,మాన‌వాళి ప్ర‌యోజనం కోసం అంత‌రిక్ష సాంకేతిక ప‌రిజ్ఞానాన్ని అభివృద్ధి చేసేందుకు సంయుక్త కార్య‌క‌లాపాలు సాగించడానికి ఈ అవ‌గాహ‌నపూర్వక ఒప్పందం వీలు క‌ల్పిస్తుంది.,"['సాంకేతిక', 'టెక్నాలజీ/టెక్నాల\u200cజీ', 'విజ్ఞాన/విజ్ఞానం/విజ్ఞానాన్ని']",సాంకేతిక
man,He hates man.,అతను మనిషి ద్వేషిస్తారు.,"['మనిషి', 'వ్యక్తి']",మనిషి
man,I've got to take you back to the man-village.,నేను మనిషి గ్రామానికి తిరిగి మీరు తీసుకోవాలని వచ్చింది.,"['మనిషి', 'వ్యక్తి']",మనిషి
man,Let's say-- suppose the old man has an illegitimate child who was trying to get some of his money.,అనుకుందాము - పాత మనిషి ఒక అక్రమ సంతానం ఉంది ఊహించు తన డబ్బు కొన్ని పొందడానికి ప్రయత్నిస్తున్న ఇతను.,"['మనిషి', 'వ్యక్తి']",మనిషి
man,"Or go that way, man.","లేదా మార్గం వెళ్ళి, మనిషి.","['మనిషి', 'వ్యక్తి']",మనిషి
man,Similarly man has been divided into castes and the human in him has disappeared.,"అచ్చం అలానే, మనిషిని మతాల్లోకి పంచేసరికీ మనిషి మనిషిగా మిగలలేదు.","['మనిషి', 'వ్యక్తి']",మనిషి
man,"""How can a man die better...""","""ఎలా ఒక వ్యక్తి మంచి మరణించాలని...""","['మనిషి', 'వ్యక్తి']",వ్యక్తి
no,"No. This guy, no, he doesn't look like one of your usual lowlife buddies.","నం ఈ వ్యక్తి, ఏ, అతను మీ సాధారణ lowlife నేస్తుల్లోని ఒక వంటి అనిపించడం లేదు.","['లేదు', 'సంఖ్య']",లేదు
no,"No, no, no.","సంఖ్య, లేదు, లేదు.","['లేదు', 'సంఖ్య']",లేదు
no,"No, no, no... (BOTH GRUNTING)","లేదు, లేదు, లేదు... (GRUNTING రెండు)","['లేదు', 'సంఖ్య']",లేదు
no,"No, I'm okay.","లేదు, నేను ఓకే am.","['లేదు', 'సంఖ్య']",లేదు
no,How do I say no?,నాకు ఎలా అని లేదు?,"['లేదు', 'సంఖ్య']",లేదు
effort,"He said that this is also a result of the efforts of Namaami Gange, and the Union Government.",ఇది కేంద్ర ప్ర‌భుత్వం యొక్క మ‌రియు న‌మామి గంగే యొక్క కృషి ఫ‌లితం అని ఆయ‌న వివ‌రించారు.,"['కృషి/కృషిని', 'ప్రయత్నం/ప్రయత్నాలు/ప్ర\u200cయ\u200cత్నాలు']",కృషి/కృషిని
effort,"In line with the “Make in India” vision, efforts are being made to promote domestic manufacture of metro rolling stock.",అలాగే ‘మేక్ ఇన్ ఇండియా’ దార్శ‌నిక‌త‌కు అనుగుణంగా మెట్రో యూనిట్ ల త‌యారీని దేశీయంగా ప్రోత్స‌హించ‌డానికి కృషి చేస్తున్నాం.,"['కృషి/కృషిని', 'ప్రయత్నం/ప్రయత్నాలు/ప్ర\u200cయ\u200cత్నాలు']",కృషి/కృషిని
