concept,source language text,target language text,variations,label
list,"What is striking about this is that there's actually often quite a lot of overlap between their list and the list that we are considering for words of the year, and this is because we're noticing the same thing.",چیز قابل توجه در این مورد این است که در واقع معمولاً خیلی همپوشانی وجود دارد بین فهرست آنها و فهرستی که ما برای کلمات سال در نظر داریم، و این به خاطر این است که ما چیزهای مشابهی را ملاحظه می کنیم.,"['فهرست/فهرستی', 'ليست/لیست/لیستی']",فهرست/فهرستی
list,"Now, when we talk about suicide, there is also a medical contribution here, because 90 percent of suicides are related to a mental illness: depression, bipolar disorder, schizophrenia, anorexia, borderline personality. There's a long list of disorders that contribute, and as I mentioned before, often early in life.",حالا، زمانی که درباره خودکشی حرف می‌زنیم، پزشکی هم در اینجا سهیم است، زیرا ۹۰ درصد از خودکشی‌ها با ناخوشی روانی ارتباط دارند: افسردگی، اختلال دو شخصیتی، اسکیزوفرنیا، بی‌اشتهایی مزمن، شخصیت مرزی. لیست بلندی از اختلالات که اغلب زودهنگام در زندگی، و همانطور که قبلاْ ذکر کردم، سهم دارند.,"['فهرست/فهرستی', 'ليست/لیست/لیستی']",ليست/لیست/لیستی
list,"And certainly, there are movies on that list that would have gotten made without the Black List, but there are many that definitely would not have.",و مطمئنا، فیلم‌هایی در آن لیست وجود دارد که ساخته شده است بدون بودن لیست سیاه، اما تعداد زیادی وجود دارد که قطعا نمی‌شود نداشته باشند,"['فهرست/فهرستی', 'ليست/لیست/لیستی']",ليست/لیست/لیستی
list,"I'll just put that list up for a few seconds, and see if you can guess which two -- I would estimate that probably two of these topics inspired probably 90 percent of the reaction in the various reviews and radio interviews.",من فقط می خوام که این لیست رو برای چند ثانیه ای نشان بدهم و ببینم که آیا شما میتونید حدس بزنید کدام دوتا هستند من تخمین می زنم که احتمالا دوتا از این مباحث احتمالا ٪۹۰ درصد واکنش در مقالات مختلف و مصاحبه های رادیویی رو بر انگیخت.,"['فهرست/فهرستی', 'ليست/لیست/لیستی']",ليست/لیست/لیستی
list,where should fax the list .,ليست را كجا بايد برات فاكس كنم .,"['فهرست/فهرستی', 'ليست/لیست/لیستی']",ليست/لیست/لیستی
list,so they run our list . precisely .,پس اونا قراره ليست ما را بررسي كنند دقيقا .,"['فهرست/فهرستی', 'ليست/لیست/لیستی']",ليست/لیست/لیستی
list,a noc list .,ليست ناک .,"['فهرست/فهرستی', 'ليست/لیست/لیستی']",ليست/لیست/لیستی
list,not on the list . list what list i dont care about no stinking list .,نه تو ليست نيست ليستاون ليست بيخود برام مهم نيست .,"['فهرست/فهرستی', 'ليست/لیست/لیستی']",ليست/لیست/لیستی
camp,"He was captured and ended up in a prisoner of war camp, and it was a terrifying time for him, because if it was discovered that he was a Jew, he could have been moved to a concentration camp, where he most likely would not have survived.",اسیر شد و به اردوگاه اسرای جنگی فرستاده شد. روزهای بسیار تلخی بود، چراکه اگه می فهمیدن یهودیه ممکن بود بفرستنش اردوگاه کار اجباری و به احتمال قوی، جون سالم بدر نمی برد.,"['کمپ/كمپ', 'اردو/اردوگاه/اردوگاه\u200cهای']",اردو/اردوگاه/اردوگاه‌های
camp,.mr mobbi will raze this camp to the ground .,آقاي موبي اين اردوگاه را از روي زمين محو خواهد كرد .,"['کمپ/كمپ', 'اردو/اردوگاه/اردوگاه\u200cهای']",اردو/اردوگاه/اردوگاه‌های
camp,"He'd already smuggled vitamin C into the camp, and now he managed to get hold of supplies of marmite on the black market.","او پنهانی مقداری ویتامین C وارد کمپ کرده بود، و به تازگی موفق شده بود در بازار سیاه به ""مارمایت"" دست پیدا کند.","['کمپ/كمپ', 'اردو/اردوگاه/اردوگاه\u200cهای']",کمپ/كمپ
camp,"I remember walking into the camp holding her hand, and her saying, ""Go play with the kids,"" while she visited with the women in the camp.",یادم میاد درحالیکه دستشو گرفته بودم وارد کمپ شدم، و حرفش،«برو با بچه ها بازی کن»، وقتیکه خودش با خانم های کمپ ملاقات می‌کرد.,"['کمپ/كمپ', 'اردو/اردوگاه/اردوگاه\u200cهای']",کمپ/كمپ
camp,"that kid at camp , he didnt have a blow problem , you know . he was .",اون بچه توي کمپ ، هيچ مشکل و بيماري نداشت ، اون فقط .,"['کمپ/كمپ', 'اردو/اردوگاه/اردوگاه\u200cهای']",کمپ/كمپ
camp,"but you have to go . camp rock is , iike , the music camp .",ولي تو بايد بريکمپ راک درست مثل کمپ موسيقيه .,"['کمپ/كمپ', 'اردو/اردوگاه/اردوگاه\u200cهای']",کمپ/كمپ
camp,captain jang saw us at yi sa do's camp.,فرمانده جانگ ما رو در کمپ يي-سادو ديد,"['کمپ/كمپ', 'اردو/اردوگاه/اردوگاه\u200cهای']",کمپ/كمپ
music,(Music) (Applause) Something which I find utterly enchanting about South African music making is that it's so free.,(موزیک) (صدای تشویق حاضرین) چیزی که من مطلقا مسحورکننده یافتمش درباره ساخت موسیقی افریقای جنوبی اینه که اون خیلی ازاده.,"['آهنگ', 'موسيقي/موسيقى', 'موزيك/موزيک/موزیک']",موزيك/موزيک/موزیک
music,brand new music .,يه موزيک جديد .,"['آهنگ', 'موسيقي/موسيقى', 'موزيك/موزيک/موزیک']",موزيك/موزيک/موزیک
music,"camper today , topseiiing music producer tomorrow .",امروز اردو نشينفردا تهيه کننده پر فروش ترين موسيقي .,"['آهنگ', 'موسيقي/موسيقى', 'موزيك/موزيک/موزیک']",موسيقي/موسيقى
music,they have happy hour specials and live music . do you like jazz .,اونا برنامه هاي شاد و موسيقي زنده دارند . شما موسيقي جاز دوست دارين .,"['آهنگ', 'موسيقي/موسيقى', 'موزيك/موزيک/موزیک']",موسيقي/موسيقى
religion,"The other thing that religions are really aware of is: speak well -- I'm not doing a very good job of this here -- but oratory, oratory is absolutely key to religions.",چیز دیگری که ادیان واقعا به آن آگاهند خوب صحبت کردن است-- من در این کار خیلی خوب نیستم-- اما فصاحت و بلاغت قطعا کلید ادیان هستند.,"['ادیان/دين/دین', 'مذاهب/مذهب/مذهبی']",ادیان/دين/دین
religion,"Although the major religions of the region extoll premarital chastity, in a patriarchy, boys will be boys.",هرچند ادیان بزرگ منطقه عفت قبل از ازدواج را ستوده اند، اما در یک جامعه پدرسالاری، پسر، پسر است .,"['ادیان/دين/دین', 'مذاهب/مذهب/مذهبی']",ادیان/دين/دین
religion,And that brings me to my second topic: how we can practice civic religion productively.,و حالا می‌رسیم به موضوع دوم: چطور می‌توانیم دین مدنی را موثر اجرا کنیم؟,"['ادیان/دين/دین', 'مذاهب/مذهب/مذهبی']",ادیان/دين/دین
religion,"In civic religion, the ""us"" is those who wish to serve, volunteer, vote, listen, learn, empathize, argue better, circulate power rather than hoard it.",در دین مدنی، «خودی‌»ها کسانی هستند که می‌خواهند خدمت کنند، داوطلب شوند، رأی بدهند، گوش بدهند، یاد بگیرند، همدردی کنند و بهتر گفتگو کنند، به جای اندوختن قدرت، آن را به گردش درآورند.,"['ادیان/دين/دین', 'مذاهب/مذهب/مذهبی']",ادیان/دين/دین
religion,Religions are natural phenomena -- they're just as natural as cows.,ادیان پدیده‌های طبیعی هستند. درست مثل گاو که پدیده‌ای طبیعی است. ادیان پدیده‌های طبیعی هستند.,"['ادیان/دين/دین', 'مذاهب/مذهب/مذهبی']",ادیان/دين/دین
religion,"Durkheim called this level the level of the sacred because he believed that the function of religion was to unite people into a group, into a moral community.",دورکهایم این مرحله رو مرحله روحانی نامید چون معتقد بود که کارایی مذهب این بود که مردم رو به صورت گروه‌هایی دربیاره، چون معتقد بود که کارایی مذهب این بود که مردم رو به صورت گروه‌هایی دربیاره، به صورت انجمن‌هایی اخلاقی.,"['ادیان/دين/دین', 'مذاهب/مذهب/مذهبی']",مذاهب/مذهب/مذهبی
religion,And I remain a very strong believer that women's rights and religion are not mutually exclusive.,من یک فرد بسیار مؤمن هستم که معتقدم که حقوق زنان و مذهب مقابل هم نیستند.,"['ادیان/دين/دین', 'مذاهب/مذهب/مذهبی']",مذاهب/مذهب/مذهبی
order,"Because, after all, in that framework, between page one and 300, you have to answer this question of why things happen, how things happen, in what order they happen. What are the influences?",چون بالاخره در این چهارچوب،باید از صفحه 1 تا 300 شما باید که به این سوال که چرا حوادث اتفاق می افتند و چگونه اتفاق می افتند ، پاسخ دهید، به چه ترتیبی اینها اتفاق می افتند.,"['دستوره/دستورات/دستوري/دستوری', 'فرمان', 'نظم', 'ترتيب/ترتیب/ترتیبی']",ترتيب/ترتیب/ترتیبی
order,please give us an order.,لطفا دستورات خوتون رو به ما ابلاغ كنيد,"['دستوره/دستورات/دستوري/دستوری', 'فرمان', 'نظم', 'ترتيب/ترتیب/ترتیبی']",دستوره/دستورات/دستوري/دستوری
order,"No one can say that the plants were able to eat an animal, because it was against the order of nature.",هیچ کس نمی توانست بگوید که گیاهان قادرند حیوانات را بخورند، زیرا این مخالف نظم طبیعت بود.,"['دستوره/دستورات/دستوري/دستوری', 'فرمان', 'نظم', 'ترتيب/ترتیب/ترتیبی']",نظم
military,And sometimes military intervention is necessary.,و نیز می دانم که برخی اوقات هم دخالت نظامی لازم است.,"['نظامي/نظامی', 'ارتش']",نظامي/نظامی
military,I happen to believe that Libya was necessary and that military intervention in Afghanistan was also necessary.,همانگونه که بر این باورم که در لیبی و افغانستان دخالت نظامی لازم بود.,"['نظامي/نظامی', 'ارتش']",نظامي/نظامی
military,"When you hear Babangida, you remember the military and military coups.",وقتی می‌شوید Babangida، به یاد ارتش و کودتای نظامی می‌افتید.,"['نظامي/نظامی', 'ارتش']",نظامي/نظامی
military,"It went a whole life cycle without competition, took out of service. And we're stuck back here with the same kind of capability for military fighters and commercial airline travel that we had back in the late '50s.",این یک چرخه زندگی کامل و بدون رقابت است خارج از سرویس و ما در گذشته گیر کرده ایم با همان نوع از توانایی جنگنده های نظامی و سفرهای هوایی که ما به اواخر دهه 1950 بازگشته ایم.,"['نظامي/نظامی', 'ارتش']",نظامي/نظامی
military,"And from my vantage point, just outside of a military base in Lawton, Oklahoma, I didn't make the distinction between TV reporter or actor.",و از نقطه نظر من، درست بیرون از پایگاه نظامی در شهر لاتاون، ایالت اکلاهاما، گزارشگر تلویزیون یا بازیگر تفاوتی نداشت.,"['نظامي/نظامی', 'ارتش']",نظامي/نظامی
military,"the chinese language, military strategy,",زبان چيني، استراتژي هاي نظامي,"['نظامي/نظامی', 'ارتش']",نظامي/نظامی
audience,"And so what happened -- and I think there will probably be some people in the audience that will identify with this -- I went to my first meeting, first at the U.N., and that's when this all started, because that is a very male organization.",و چیزی که اتفاق افتاد -- فکر می کنم یه سری افراد توی تماشاچیان هم با این آشنا باشن -- و چیزی که اتفاق افتاد -- فکر می کنم یه سری افراد توی تماشاچیان هم با این آشنا باشن -- و چیزی که اتفاق افتاد -- فکر می کنم یه سری افراد توی تماشاچیان هم با این آشنا باشن -- من به اولین جلسه‌ام در سازمان ملل رفتم. و اونجا شروع همه چیز بود، چون این یک سازمان بسیار مردانه است. و اونجا شروع همه چیز بود، چون این یک سازمان بسیار مردانه است.,"['مخاطب/مخاطبان/مخاطبین', 'تماشاچیان/تماشاگر/تماشاگران']",تماشاچیان/تماشاگر/تماشاگران
audience,"And if had been a horror movie, people in the audience would have started saying, ""Don't go in there. Don't go in there."" (Laughter) And of course, the crocodile was in the shadows.","اگر این فیلم سینمایی ترسناکی بود، مردم به تماشاگران می‌گفتند "" به دیدن این فیلم نرو. به دیدن این فیلم نرو. ""( خنده تماشاگران) و البته تمساحی در سایه بود.","['مخاطب/مخاطبان/مخاطبین', 'تماشاچیان/تماشاگر/تماشاگران']",تماشاچیان/تماشاگر/تماشاگران
audience,"(Laughter) And in some ways it's like Carnegie Hall, or when the audience had to hush up, because you can now hear every single detail.",خنده ی حضار و به نحوی شبیه به سالن کارنگی نیز هست یا وقتی که تماشاچیان می بایست ساکت می نشستند برای اینکه شما الان می توانید همه ی جزئیات را بشنوید,"['مخاطب/مخاطبان/مخاطبین', 'تماشاچیان/تماشاگر/تماشاگران']",تماشاچیان/تماشاگر/تماشاگران
audience,"To borrow a concept from my country's CIA, it helps you to soften up your audience.",براي قرض کردن عقايد اين به شما کمک خواهد کرد که مخاطبان خود را نرم کنيد,"['مخاطب/مخاطبان/مخاطبین', 'تماشاچیان/تماشاگر/تماشاگران']",مخاطب/مخاطبان/مخاطبین
audience,Because tastemakers like Jimmy Kimmel introduce us to new and interesting things and bring them to a larger audience.,زیرا مدسازانی چون جیمی کیمل ، چیزهای نو و جالبی را به ما معرفی کرده زیرا مدسازانی چون جیمی کیمل ، چیزهای نو و جالبی را به ما معرفی کرده و آن چیزها را به مخاطبان کثیری ارائه می دهند.,"['مخاطب/مخاطبان/مخاطبین', 'تماشاچیان/تماشاگر/تماشاگران']",مخاطب/مخاطبان/مخاطبین
audience,"Another example that may have affected many of you in this audience is, you may remember a couple of years ago, all the planes west of the Mississippi were grounded because a single routing card in Salt Lake City had a bug in it.",یک مثال دیگه که ممکن خیلی از شما مخاطبان رو تحت تاثیر قرار داده باشه بخاطر دارید، چند سال پیش رو که همه هواپیماها در غرب می سی سی پی زمین گیر شده بودند چون یه کیت الکترونیکی مسیریاب (اینترنتی) درSalt Lake City دارای یک باگ (مشکل) بود. چون یه کیت الکترونیکی مسیریاب (اینترنتی) درSalt Lake City دارای یک باگ (مشکل) بود.,"['مخاطب/مخاطبان/مخاطبین', 'تماشاچیان/تماشاگر/تماشاگران']",مخاطب/مخاطبان/مخاطبین
audience,But what about the audience?,اما مخاطبان چطور؟,"['مخاطب/مخاطبان/مخاطبین', 'تماشاچیان/تماشاگر/تماشاگران']",مخاطب/مخاطبان/مخاطبین
audience,"So just by presenting herself and being in competition with men -- this shows the voting on the program -- it sets a very important example for young women -- these are young women in the audience of the program -- in Abu Dhabi, but also people in the viewing audience.",پس فقط با ارائه کردن خودش، و بودن در مسابقه همراه با مردان -- این رای گیری برنامه رو نشون میده -- یک مثال خیلی مهم رو برای زن های جوان قرار میده -- اینها زن های جوان در بین مخاطبین برنامه هستن -- در ابوظبی، و همچنین مردمی که در مخاطبین تماشاگر هستند.,"['مخاطب/مخاطبان/مخاطبین', 'تماشاچیان/تماشاگر/تماشاگران']",مخاطب/مخاطبان/مخاطبین
position,"Lot of other things contributed to it, but the new Prime Minister announced that his very first priority would be to change Australia's position on Kyoto, and he has. Now, they came to an awareness partly because of the horrible drought that they have had.",چیزهای زیاد دیگری به آن کمک نمود، اما نخست وزیر جدید اعلام نمود که اولین اولویتش تغییر جایگاه استرالیا در مورد پیمان کیوتو خواهد بود، و به قولش عمل کرد. حال آنها به یک آگاهی رسیدند تا حدودی بخاطر خشکسالی وحشتناکی که داشتند.,"['جایگاه/جایگاهی', 'مقام/مقامی', 'موقعيت/موقعيتي/موقعیتی']",جایگاه/جایگاهی
position,you are fit for a position in the office.,تو شايسته اين هستي که در مقام داشته باشي,"['جایگاه/جایگاهی', 'مقام/مقامی', 'موقعيت/موقعيتي/موقعیتی']",مقام/مقامی
position,"if you pull this off nicely, the position of premier",اگر تمام كارها رو درست انجام بديد مقام نخست وزيري,"['جایگاه/جایگاهی', 'مقام/مقامی', 'موقعيت/موقعيتي/موقعیتی']",مقام/مقامی
position,"And so now the Chinese government, who for a dozen years, has quite successfully filtered the web, is now in the position of having to decide whether to allow or shut down entire services, because the transformation to amateur media is so enormous that they can't deal with it any other way.",با موفقیت تمام وب را فیلتر کرده بود، حال در موقعیتی قرار گرفته بود که باید تصمیم می‌گرفت که آیا اجازه دهد یا اصلا کل سرویس را تعطیل کند. چون تغییر شکل به رسانه آماتور آنقدر هنگفت است که نمی‌توانند به هیچ روش دیگری به آن رسیدگی کنند. و در حقیقت همین هفته دارد اتفاق می‌افتد.,"['جایگاه/جایگاهی', 'مقام/مقامی', 'موقعيت/موقعيتي/موقعیتی']",موقعيت/موقعيتي/موقعیتی
position,you must be in defense position after an attack.,"شما بايد بعد از اون حمله در موقعيت دفاعي باشيد,","['جایگاه/جایگاهی', 'مقام/مقامی', 'موقعيت/موقعيتي/موقعیتی']",موقعيت/موقعيتي/موقعیتی
especially,"There's lots of businesses that would like to locate in the Americas, especially in a place with a free trade zone, and there's lots of people who'd like to go there.",تعداد زیادی از موسسات تمایل دارند در آمریکا مستقر شوند. بخصوص در مناطق آزاد تجاری، و مردم زیادی که تمایل دارند به آنجا بروند.,"['بخصوص', 'خصوصا/خصوصاً/مخصوصاً']",بخصوص
especially,"Now we all, or a big part of us, use Gmail or one of their competitors, but these services are especially popular in totalitarian states like Iran, where dissidents use foreign services like Gmail because they know they are more trustworthy than the local services and they are encrypted over SSL connections, so the local government can't snoop on their discussions.",حالا همه ما، یا بسیاری از ما، از جیمیل یا یکی از رقبایش استفاده میکنیم، ولی این سرویسها بخصوص در کشورهایی با حکومت توتالیتر (تمامیت خواه) مثل ایران، طرفدار زیادی دارد، چرا که مخالفان حکومت میدانند که جیمیل و امثال آن نسبت به جایگزین های محلی بیشتر قابل اعتماد هستند و توسط پروتکل SSL رمزگذاری شده اند، بنابر این دولت محلی نمیتواند در ارتباطات آنها نظارت و دخالت کند.,"['بخصوص', 'خصوصا/خصوصاً/مخصوصاً']",بخصوص
especially,"Children are especially sensitive to this repeated stress activation, because their brains and bodies are just developing.",بخصوص کودکان نسبت به این تکرار فعالیت اضطراب زا حساس هستند، زیرا مغز . بدن آنها در حال رشد است.,"['بخصوص', 'خصوصا/خصوصاً/مخصوصاً']",بخصوص
especially,"Because it has provoked, and does provoke, a visceral anxiety in the bellies of many a Western soul, especially when viewed through the monochromatic lens of turbulence and turmoil.",چون یک اضطراب غیر منطقی را در داخل روح بسیاری از کشورهای غربی برانگیخته و بر می انگیزد، چون یک اضطراب غیر منطقی را در داخل روح بسیاری از کشورهای غربی برانگیخته و بر می انگیزد، بخصوص اگر به آن از دیدگاه یک بعدی نا آرامی و اغتشاش نگاه کنیم.,"['بخصوص', 'خصوصا/خصوصاً/مخصوصاً']",بخصوص
especially,especially if you admit it right now .,بخصوص اگرهمين حالا اينو اقرارکنين .,"['بخصوص', 'خصوصا/خصوصاً/مخصوصاً']",بخصوص
especially,"we couldn't have done this without you, especially keum-young",بدون شما ما نمیتوانستیم از عهده این کار بر بیائیم بخصوص تو گیوم یونگ,"['بخصوص', 'خصوصا/خصوصاً/مخصوصاً']",بخصوص
especially,especially after i kicked him in the balls .,خصوصا بعد از اينکه با لگد زدم به تخماش .,"['بخصوص', 'خصوصا/خصوصاً/مخصوصاً']",خصوصا/خصوصاً/مخصوصاً
term,That's a vestige of when people used to think about oratory and rhetoric in these sorts of spatial terms.,نشان از این موضوع داره که زمانی مردم با همین اصطلاح های فضایی به فصاحت و بلاغت نگاه می‌کردند.,"['اصطلاح/اصطلاحات/اصطلاحی', 'لحاظ']",اصطلاح/اصطلاحات/اصطلاحی
term,My colleagues and I created very official terms to describe two distinct categories of candidates.,همکارانم و من اصطلاحات بسیار رسمی را برای تشریح دو مقوله متمایز کاندیداها ایجاد کرده‎ایم.,"['اصطلاح/اصطلاحات/اصطلاحی', 'لحاظ']",اصطلاح/اصطلاحات/اصطلاحی
term,"All these considered approaches to injustice evoke the very keystones on which the internet was built: to network, to have signal, to connect -- all these terms that imply bringing people together, not pushing people apart.",تمام این رویکردهای سنجیده در مقابل ناعدالتی سنگ بناهایی را احیا میکنه که اینترنت روی اونا بنا شده: ساختن شبکه، ارسال پیام، برقراری ارتباط-- این اصطلاحات به معنی جمع کردن افراد در کنار هم است، نه پراکنده کردن آنان.,"['اصطلاح/اصطلاحات/اصطلاحی', 'لحاظ']",اصطلاح/اصطلاحات/اصطلاحی
term,"You've probably heard the term ""interdependence"" applied to the modern world. Well, that's just another term for non-zero-sum.",احتمالا اصطلاح «به هم بستگی» را شنیده اید که درباره دنیای مدرن به کار می‌رود.,"['اصطلاح/اصطلاحات/اصطلاحی', 'لحاظ']",اصطلاح/اصطلاحات/اصطلاحی
term,"The experiment really rests on the following: What happens in the brain during something that's memorized and over-learned, and what happens in the brain during something that is spontaneously generated, or improvised, in a way that's matched motorically and in terms of lower-level sensory motor features?",در درون مغز چه اتفاقی می افتد وقتی که چیزی را از طریق حفظ کردن یاد میگیریم در مقایسه با وقتی که چیز جدیدی را خلق میکنیم یا بدعت میگذاریم وقتی که این دو عمل از لحاظ فیزیکی معادل هم هستند و از لحاظ سطوح پایه حسی-حرکتی یکسان؟,"['اصطلاح/اصطلاحات/اصطلاحی', 'لحاظ']",لحاظ
term,"By that comparison, democracy looks very, very good in terms of economic growth.",با این مقایسه ، از لحاظ رشد اقتصادی دموکراسی بسیار بسیار خوب به نظر می رسد. با این مقایسه ، از لحاظ رشد اقتصادی دموکراسی بسیار بسیار خوب به نظر می رسد. با این مقایسه ، از لحاظ رشد اقتصادی دموکراسی بسیار بسیار خوب به نظر می رسد.,"['اصطلاح/اصطلاحات/اصطلاحی', 'لحاظ']",لحاظ
term,What do you want in terms of medical intervention?,از لحاظ مداخلات پزشكى خواستار چه شرايطى هستيد؟,"['اصطلاح/اصطلاحات/اصطلاحی', 'لحاظ']",لحاظ
term,"In 1993, the differences between the different quintiles of the population, in terms of income, are fairly egregious.",در ۱۹۹۳، نفاوتهای بین یک پنجم های مختلف جعیت، از لحاظ درآمدی نسبتا فاحش است.,"['اصطلاح/اصطلاحات/اصطلاحی', 'لحاظ']",لحاظ
term,Let me explain why I think this is such a big priority in terms of this framework.,اجازه دهید توضیح دهم چرا فکر فکر می‌کنم این چنین اولویت بزرگی است به لحاظ این چارچوب.,"['اصطلاح/اصطلاحات/اصطلاحی', 'لحاظ']",لحاظ
website,"When Build It From Scratch shared their prototype with the group whose beepers would have to go off in the middle of the night if something went wrong with the website, they heard loud and clear about the limitations of their particular design.",وقتی «ایجاد از ابتدا» مدلش را با گروهی در میان گذاشت، که مسئول رفع مشکلات سایت به شکل شبانه روزی بودند، صحبت‌هایی بلند و واضح درباره محدودیت‌های طرحشان شنیدند.,"['سایت/سایتی', 'وب/وبسایت/وب\u200cسایت/وبسایتی']",سایت/سایتی
