concept,source language text,target language text,variations,label
hole,"In the 1970s, Stephen Hawking told us that a black hole, even though you think it's black, it actually emits radiation when you take into account quantum mechanics.",70年代にスティーブン・ホーキングが ブラックホールは暗黒に見えても 量子力学を考慮すると 放射線を放出していると言いました,"['穴', 'ホール']",ホール
hole,The world turned into a big black hole.,世界が大きなブラックホールに 飲み込まれたのです,"['穴', 'ホール']",ホール
hole,"The smaller ones, called stellar mass black holes, have a mass up to 100 times larger than that of our sun.",小さい方は恒星(質量)ブラックホール 最大で太陽の100倍の質量があります,"['穴', 'ホール']",ホール
hole,"By some accounts, it’s possible that the universe may eventually consist entirely of black holes in a very distant future.",所説ありますが いつか遠い未来に宇宙は ブラックホールだけに なるかもしれません,"['穴', 'ホール']",ホール
hole,"It theorizes that the more massive the black hole, the lower its temperature.",理論によると ブラックホールの 質量が大きくなるにつれて 温度は下がります,"['穴', 'ホール']",ホール
hole,This was considered as first evidence that actually black holes come from supernovae explosions.,これは、ブラックホールが超新星爆発からできるという 最初の証拠と考えられました,"['穴', 'ホール']",ホール
hole,And then it's a black hole.,それがブラックホールです,"['穴', 'ホール']",ホール
hole,"And they said, ""Well, no, but it has holes in its frill.""",「もちろん無いけど フリルに穴がある」 と彼らは言いました,"['穴', 'ホール']",穴
hole,"Sometimes the patients were a little bit reluctant to go through this because, you can tell that the holes are made partially and then, I think, there was some trepanation, and then they left very quickly and it was only a partial hole, and we know they survived these procedures.",時には 患者は かなり抵抗したようです というのも 複数 開けかけられた 跡があるからです いくらか穿孔しすばやく 切り上げたものと考えられます 一部開けられた穴は１つで この手術を受けて 生き延びたのだと分かります,"['穴', 'ホール']",穴
hole,"We drilled holes in the helmet so that I could breathe, and I finished just in time for Halloween and wore it to school.",ヘルメットには息が出来るよう ドリルで穴を開けました ちょうどハロウィーン前に完成させ 学校に着て行ったんです,"['穴', 'ホール']",穴
screen,"And I thought of Cirque du Soleil in Montreal, because who better to understand the kind of crazy poetry that I wanted to put on screen?",そこで モントリオールの シルク・ドゥ・ソレイユが思いつきました スクリーンに映し出したい クレイジーな― 詩みたいなものを 一番理解してくれると思ったからです,"['画面', 'スクリーン']",スクリーン
screen,And the starshade is a very specially shaped screen and the goal is to fly that starshade so it blocks out the light of a star so that the telescope can see the planets directly.,スターシェードは特別な形状のスクリーンで これを宇宙に飛ばし 星からの光を遮って 望遠鏡で惑星が直接見えるようにするものです,"['画面', 'スクリーン']",スクリーン
screen,"I could see pictures they were tagged in, posts they'd written, memes they'd shared, and somehow, seeing that it was a human on the other side of the screen made me feel a little better.",彼らがタグ付された写真や 投稿や共有したネタを 見ることができて 画面の向こうに 人間がいるとわかると 少し気分がマシになりました,"['画面', 'スクリーン']",画面
screen,"And all of a sudden ... You may not call that reading and writing, but a certain bit of typing and reading stuff on the screen has a huge payoff, and it's a lot of fun.",すぐです こういうのを読み書きとは言わないでしょうが 画面に少し打ち込んだり読んだりするだけで 大きな成果があって すごく楽しいのです,"['画面', 'スクリーン']",画面
screen,"Now, what I'm going to do is show you how much of that space is taken up by screens across time.",さて これから この時間が どれだけ画面に奪われているか 時間を追って 見てみましょう,"['画面', 'スクリーン']",画面
screen,"But robotic surgery also introduced something else to surgery: the idea that a surgeon doesn't actually have to be standing at the patient's bedside to deliver care, that he could be looking at a screen and instructing a robot through a computer.",でもロボット手術がもたらしたものは 他にもあります 外科医が患者の側にいずにして 治療を行うというアイデアです 外科医が画面を見ながら ロボットに指示を出すのです,"['画面', 'スクリーン']",画面
break,"Seven is prime because it's 1 x 7, but we can't break it down into any smaller chunks, or as we call them, factors.",7 は素数です 1 x 7 で表せますが それ以上は小さなパーツ つまり因数に 分けられないからです,"['分解/分ける', '壊れる/壊す', '破る']",分解/分ける
break,"This hormonal notification from the thyroid gets the heart pumping more efficiently, and makes our cells break down nutrients faster.",甲状腺からのホルモンで 心臓が効率よく血液を循環させるのを助け 細胞が栄養分解をする過程を速やかにします,"['分解/分ける', '壊れる/壊す', '破る']",分解/分ける
break,"Break them, boil them down into much smaller problems, and then find simple solutions for them.",より小さな課題になるまで分解して 煮詰めてみて それに対し シンプルな解決法を 見つけてください,"['分解/分ける', '壊れる/壊す', '破る']",分解/分ける
break,"So if you take English speakers and I just show you someone breaking a vase, and I say, ""He broke the vase,"" as opposed to ""The vase broke,"" even though you can witness it yourself, you can watch the video, you can watch the crime against the vase, you will punish someone more, you will blame someone more if I just said, ""He broke it,"" as opposed to, ""It broke.""",誰かが壺を壊した場面を 英語話者に見せて 「壺が壊れた」ではなく 「彼が壺を壊した」と説明するなら それを自分の目で 映像として 壺に対する犯行の場面を 見られる場合でも 「壺が壊れた」ではなく 「彼が壊した」と言われると その人を非難し 責任を問うことに なりやすいでしょう,"['分解/分ける', '壊れる/壊す', '破る']",壊れる/壊す
break,"And so it's not going to break very easily, but if it does, virtually every piece in this machine can be swapped out and replaced with a hex wrench and a screwdriver.",ですからそんなに簡単には壊れません もし壊れた場合でも事実上どんな部品でも 6角レンチとドライバーで 取り替えられます,"['分解/分ける', '壊れる/壊す', '破る']",壊れる/壊す
break,"I don't like being patient when systems are broken, and health care is broken.",システムが壊れたり ヘルスケアが壊れるとき 患者になるのは嫌です,"['分解/分ける', '壊れる/壊す', '破る']",壊れる/壊す
break,"Wouldn't it be awesome if you could, for the first time, get eyewear that actually fits you perfectly and doesn't require any hinge assembly, so chances are, the hinges are not going to break?",もしこれができたら 驚きじゃないですか？ これまでにないくらい 自分にぴったりなメガネで 蝶番の調整も必要なく しかも壊れないものができるんです,"['分解/分ける', '壊れる/壊す', '破る']",壊れる/壊す
break,So I broke the silence.,だから私は沈黙を破りました,"['分解/分ける', '壊れる/壊す', '破る']",破る
break,"(Applause) I am amazed to see how volunteers, individuals, parents, teachers, school principals, have come together and taken this menstrual awareness drive to their own communities, have made sure that the girls learn about periods at the right age and helped in breaking this taboo.",（拍手） 私は胸が熱くなりました ボランティア、個人、両親、教師 校長たちが協力して 月経に対する意識の向上運動を 自らの地域社会に導入し 適切な年齢で確実に少女が 生理について学べるようにして このタブーを打ち破る力に なっているのですから,"['分解/分ける', '壊れる/壊す', '破る']",破る
member,"And what's interesting to me is that the teams that usually win are not the ones with the most experienced team members, but the ones with members who are open to learn, who are open to unlearn and who are open to helping each other navigate through the changing circumstances.",興味深い事に 常に 勝利を収めるチームは 最も経験豊かなメンバー構成の チームではなく 進んで学んだり 学んだことを捨て去るのを ためらわないメンバーが 互いに助け合って 変化していく環境の中で 上手く切り抜けていく チームなのです,"['一員/議員/員', 'メンバー']",メンバー
member,"They believe that ESG has the potential to impact risks and returns, so incorporating it into the investment process is core to their duty to act in the best interest of fund members, core to their duty.",HESTAは ESGが リスクやリターンに 影響する可能性があり 投資プロセスで ESGを考慮することが 主要な義務になっている と信じています 信託メンバーの 利益最大化をするにあたる― 彼らの義務のコアだ というのです,"['一員/議員/員', 'メンバー']",メンバー
member,"And most of the inner-city gang members didn't know any rich white people, so couldn't sell to that market.",都心のギャング メンバーのほとんどは白人に知り合いがなく 市場に出られない,"['一員/議員/員', 'メンバー']",メンバー
member,"And after a meeting with a member of Congress, in which I specifically shared my research, I later heard that representative say they knew nothing about it.",ある下院議員に会って 私の調査について 具体的に説明しましたが 後に その議員が「その調査は知らない」 と言うのを聞きました,"['一員/議員/員', 'メンバー']",一員/議員/員
member,"Now, by corruption I don't mean brown paper bag cash secreted among members of Congress.",ここで私が腐敗というのは 茶色の紙袋に入った現金を 議員が着服することではなくて,"['一員/議員/員', 'メンバー']",一員/議員/員
member,"Until the funeral ceremony, which can be held years after a person's physical death, the deceased is referred to as ""to makala,"" a sick person, or ""to mama,"" a person who is asleep, and they continue to be a member of the household.",葬儀が行われるまで 肉体的な死後 何年も経過する場合もありますが 死者はト・マカラ 「病人」とか ト・ママ 「眠る人」と呼ばれます 家族の一員で あり続け,"['一員/議員/員', 'メンバー']",一員/議員/員
member,"Now most people never even heard about this law, including members of Congress.",連邦議会の議員ですら この法律を知らないでしょう,"['一員/議員/員', 'メンバー']",一員/議員/員
member,"Now, if you haven't made the connection already, I am a member of that family.",まだお気づきでない方のために言えば 私もその家族の一員です,"['一員/議員/員', 'メンバー']",一員/議員/員
skill,"For kids growing up, that skill is the bedrock of development.",成長中の子供達にとって そのスキルが発達の 基礎になりますから,"['技/技能', 'スキル']",スキル
skill,"And so, your skill at reading images is not only amazing, it is what makes my art possible.",皆さんの 画像を読むスキルは 素晴らしいだけでなく 私のアートを可能に してくれているのです,"['技/技能', 'スキル']",スキル
skill,"So as I tell my story today, I'd also like to convey to you that hidden power can be found in the most unassuming places, and we all possess skills that are just waiting to be discovered.",今日ここで自分の話をしながらも お伝えしたいのは 一番目立たない場所にこそ 隠された力があったりすることや 誰もが何かスキルを持っていて ただ発掘されていないだけだということ,"['技/技能', 'スキル']",スキル
skill,"And perhaps you've had opportunities for a good education and for marketable skills, and for getting a job.",またおそらく 皆さんには 質の高い教育や 市場が求めるスキル 就職先を得る機会があったでしょう,"['技/技能', 'スキル']",スキル
institution,"So in addition to promoting those proactive solutions, the other thing we need to do is upend the hate in our institutions and our policies that perpetuate dehumanization and difference and otherizing and hate, like systems of sexual harassment and sexual assault in the workplace, or our deeply racially imbalanced and deeply racially biased criminal ""justice"" system.",ですから 予防措置を講じたうえで 行う必要があることは 私たちの組織や政府の中にある 憎悪を一掃することです 組織や政策は 時に 非人間化や差別や排他性や憎しみを 恒久化するからです これは 職場における 性的嫌がらせや性的暴力だとか 根深い人種的不平等と 人種的偏見に満ちた― 本来「正義」を守るべき 刑事司法制度と同様です,"['機関', '施設', '制度']",制度
institution,"And that is, why is it that countries with seemingly similar economies and institutions can display radically different savings behavior?",「経済活動や制度が類似する国々で 貯蓄行動が大いに異なるのは何故か」 「経済活動や制度が類似する国々で 貯蓄行動が大いに異なるのは何故か」,"['機関', '施設', '制度']",制度
institution,"Whether you're a political party insisting to your detriment on a very rigid notion of who belongs and who does not, whether you're the government protecting social institutions like marriage and restricting access of those institutions to the few, whether you're a teenager in her bedroom who's trying to jostle her relations with her parents, strangeness is a way to think about how we pave the way to new kinds of relations.",政党が 自らにとって不利でも 誰が所属していて誰が所属しないかを 明確にせざるを得ない状況や 政府が 結婚のような社会的制度を 保護する立場から その制度の対象となる人を限定しようとする状況や 例えあなたが自分の部屋にいる 両親との関係に悩んでいる十代の女の子だったとしてもです 「未知」というのは 新しい関係性を切り開く 考え方ではないでしょうか,"['機関', '施設', '制度']",制度
institution,This institution is government-backed and it has been the case for the past three decades.,この施設は政府の後援を受けており 30年間に渡って 準備されてきました,"['機関', '施設', '制度']",施設
institution,"These institutions go by other names as well, like ""shelters,"" ""safe houses,"" ""children's homes,"" ""children's villages,"" even ""boarding schools.""",こうした施設には 他の名称が当てられることもあります 「シェルター」や「保護施設」 「こどもの家」や「こどもの村」 「寄宿学校」などです,"['機関', '施設', '制度']",施設
institution,And we need to change and open up all of our institutions.,我々の機関はすべて変革し オープンにする必要があります 我々の機関はすべて変革し オープンにする必要があります,"['機関', '施設', '制度']",機関
institution,"And three things kept coming up for every problem: corruption, weak institutions and the people who run them -- the leaders.",どの問題についても、ある３つのことが何度となく話題になったのです。 汚職、虚弱な機関 そしてそれを運営する人々、つまりリーダーの問題です。,"['機関', '施設', '制度']",機関
institution,"And I think if we can do that, we might be able to fundamentally change not only human beings' sense of their own agency and power — because I think that's the most wonderful thing about new power, is that people feel more powerful — but we might also be able to change the way we relate to each other and the way we relate to authority and institutions.",もしそうする事ができたら 我々は 根本から 個人が持つ影響力の感覚を 変えることができるだけでなく― 何故なら 新しいパワーが人々にもたらす 最高のものは 自分をより力強く感じる事だから― また 我々の お互いとの関わり合い方や 制度や公共機関との関わり合い方をも 変えていけるでしょう,"['機関', '施設', '制度']",機関
institution,It's widely talked about how trust in institutions and many corporate brands has been steadily declining and continues to do so.,これは あちこちで言われていますが 機関や多くの企業ブランドへの信頼は どんどん減少していますし 今後も その傾向が続きます,"['機関', '施設', '制度']",機関
institution,Institutions have always been the ones to establish the rules and propose changes.,規則を決めて 変更を提案するのは 常に機関のほうなのです,"['機関', '施設', '制度']",機関
european,"I mean, you have the typical European cities, with a dense urban core, good public transportation mostly, not a lot of road capacity.",ヨーロッパの典型的な都市は 街は中心に密集し 公共交通機関も充実しています 道路の交通容量は比較的小さいです,"['欧州', 'ヨーロッパ']",ヨーロッパ
european,"The move, in fact, back to an earlier life, one I'd begun at the British Museum, back to the world of three dimensions -- of sculpture and of decorative arts -- to take over the department of European sculpture and decorative arts, here at the Met.",その内容とは私がキャリアの初期に 大英博物館で取り組んだ ― 三次元の世界 すなわち 彫刻と装飾芸術の世界に回帰して メトロポリタンのヨーロッパ彫刻・ 装飾芸術部門を引き継ぐことでした,"['欧州', 'ヨーロッパ']",ヨーロッパ
european,"It's got a level of social progress the same as some Western European countries, with a much lower GDP.",西ヨーロッパの国々と同じ 社会進歩指数ですが GDPでは劣っています,"['欧州', 'ヨーロッパ']",ヨーロッパ
european,"We have thousands and thousands of European fighters in Syria and in Iraq, so this is not something that you solve by just not allowing Syrians to come in.",何千もの欧州出身の兵士が シリアやイラクにいますから シリア人を入国させないことで 解決出来る問題ではありません,"['欧州', 'ヨーロッパ']",欧州
european,Some European countries reverted to old measurements upon independence.,欧州では独立の際に 古い度量衡を復活させた国もありますが,"['欧州', 'ヨーロッパ']",欧州
european,"European governments, for the most part, haven't acknowledged responsibility, and there's nothing to kind of to push back and up against.",欧州では 責任を認める政府は稀で 反虐殺運動も起きていません,"['欧州', 'ヨーロッパ']",欧州
reach,But at best they can reach for something more and create a memorable impression.,しかし よいところは 何かに到達したり 忘れがたい思い出をつくれることです,"['達する', '到達', '届ける/届く']",到達
reach,The systems are not there to reach the people.,彼らに届けるシステムがないということです,"['達する', '到達', '届ける/届く']",届ける/届く
record,"This I know intimately, because even as I travel throughout the world to listen to these stories and record them, I struggle.",このことはよくわかっていました 私は世界中を旅して このような物語を聞いて 記録していたからです 私は苦闘しました,"['記録', '録音']",記録
record,And scientists have begun to understand how spatial memory works by recording from individual neurons in rats or mice while they forage or explore an environment looking for food.,近年 マウスやラットが 飼育ケージでえさを探している間の 神経細胞の活動を記録することで 「空間の記憶」の仕組みが 解明され始めました,"['記録', '録音']",記録
record,"By doing this I don't lose the original detail. In fact, I might be recording history.",原版の細やかさを保ち 実際に過去の履歴も記録しています,"['記録', '録音']",記録
record,"So I'm not going to go through the whole details of the study because actually you can read about it, but the next step is observation. So here are some of the students doing the observations. They're recording the data of where the bees fly.",研究の詳細は 読むことができるので 細かくは話しませんが 次のステップは観察です 生徒が何人かで 観察をしています ミツバチがどこへ飛んだか 記録しています,"['記録', '録音']",記録
record,"Well, while Aurora was playing this game, as you saw, and doing a thousand trials a day and getting 97 percent correct and 350 milliliters of orange juice, we are recording the brainstorms that are produced in her head and sending them to a robotic arm that was learning to reproduce the movements that Aurora was making.",さて このようにオーロラが ゲームをしている間 一日に1000回もトライして 97％の成功率と350mlの オレンジジュースを得ている間 私たちはオーロラが作る 脳の嵐を記録し ロボットアームに送りました オーロラの動きを再現するために 学習させたのです,"['記録', '録音']",記録
record,This is important to record that whole person.,「その人の全人格を記録すべきだ」とか,"['記録', '録音']",記録
record,"We record them, too.",それを記録に残しもします,"['記録', '録音']",記録
record,She recorded all of this and then she and her colleagues sat tight and waited for seven years to see who would still be breathing.,彼女はこういったすべてを記録し 後には同僚の研究者も加わって ７年間 辛抱強く待ってから どの人が まだ生存しているかを 調べました,"['記録', '録音']",記録
record,"We also need energy to make the computer, and most important, to make the media, in effect, onto which we record the knowledge that we discover.",また コンピュータを作るため― そして最も大事なことですが 私たちが発見した知識を記録する 有効な媒体を作るのにも エネルギーも必要です,"['記録', '録音']",記録
record,He said he recorded many long hours in various intonations to be used in the voice.,彼はこの合成音声のために様々な抑揚を 何時間もかけて 録音したと言っていました,"['記録', '録音']",録音
